seq_no,busr,api_id,org_code,own_org_code,ast_id,scope,res_data
177,pHjeh02WNB,Yq4wqPZap5,ORG2025002,ORG2025001,2e4vEcQd6o,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:09.440Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""KRW"",""saving_method"":""METHOD_02"",""issue_date"":""2024-03-01T04:52:49.248Z"",""exp_date"":""2025-11-21T03:31:47.316Z"",""commit_amt"":""199540.686"",""monthly_paid_in_amt"":""494.261""}]}"
178,DHJf5E1gsZ,OJqIrDAA9D,ORG2025002,ORG2025001,GHYszOlR6X,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131020012_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImZmYmFmMTkyLTYxYmItNDJhMC05NjhjLTgzY2YwMjI3NmZkOCIsImV4cCI6MTczODI5MjQxNCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgxNH0.ZsiRvJi8LEHckPXaYcB3ajE-yGAL7M3BvGuTJJq4KLk"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjY5MTRmM2ZiLTBkMzItNDEwNC1iOWE0LTcxYmJjMjgwZjBhNyIsImV4cCI6MTczODM3NTIxNCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgxNH0.V0FCR_2zb9GJ-vXrWjnuYk6LeRvFQ088_UBVDErs6w0"",""refresh_token_expires_in"":86400}"
179,8SziyNI9b1,KVjjmejsdK,ORG2025002,ORG2025001,TvhAAi1VE9,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:14.882Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2023-05-19T16:06:29.017Z"",""exp_date"":""2025-08-03T16:54:21.484Z"",""commit_amt"":""80565.296"",""monthly_paid_in_amt"":""3585.99""}]}"
180,uMlJOo0DjF,CsJagXY6TR,ORG2025002,ORG2025001,KnY8bzGAsB,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:15.502Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""599068.615"",""withdrawable_amt"":""598375.215"",""offered_rate"":""0.038"",""last_paid_in_cnt"":5}]}"
181,hxzivhnOHt,tiAjBdaCdH,ORG2025002,ORG2025001,I8uYGUUx8E,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131020018_XXAB00490001"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjZjZTI1Yzg3LWRiYTItNGZhMi04MDJkLWE1MzhhMmY5ODMzZiIsImV4cCI6MTczODI5MjQyMCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgyMH0.mDsgJQkzevy5Rf4_E1t5CmHUxBKntcFPShwRMvzD2Co"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImQzZDVjZWU0LTM4MTYtNDE2My05MTkxLWNmZTRiYjlkYjBmNyIsImV4cCI6MTczODM3NTIyMCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgyMH0.q_pKF-eE6oP6TaXrV_iGm23WvXBL-YtFa8ZRmCFycMM"",""refresh_token_expires_in"":86400}"
182,yvVzc7B3Ly,3wE3xfodCY,ORG2025002,ORG2025001,SZpwbXPfT0,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:20.739Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""KRW"",""saving_method"":""METHOD_01"",""issue_date"":""2024-11-24T15:01:35.929Z"",""exp_date"":""2025-11-15T03:42:54.455Z"",""commit_amt"":""811752.035"",""monthly_paid_in_amt"":""1150.059""}]}"
183,zUwJVjZ7f6,IDGZvRJJ0B,ORG2025002,ORG2025001,7JOJMNvWVs,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131020023_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjEyNmZjNTg4LWFiYmMtNDliNi1iMDY5LTJhZWZhNWZlZDlhOSIsImV4cCI6MTczODI5MjQyNSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgyNX0.yfRZNQfLmc2U4ICY1QzeNPIEx5EhiOMVRg3nN1JgfeY"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImZkM2E0YmU2LWNkYTgtNGIwYS04M2NmLTFkMjk0ZjlkNjEzMiIsImV4cCI6MTczODM3NTIyNSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgyNX0.x_nsh7MZ91CHuJv8XHoP_WEtkdXP4LXWgUoVOOzqI4M"",""refresh_token_expires_in"":86400}"
184,LaPB2UkEph,r3QoS3ZhZF,ORG2025002,ORG2025001,bJHFh1rWc7,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:25.963Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""480786.713"",""withdrawable_amt"":""480383.364"",""offered_rate"":""0.03"",""last_paid_in_cnt"":6}]}"
185,CCUEx5uPFC,nUS6oaJlbZ,ORG2025002,ORG2025001,76C0yAY9db,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131020028_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImFlOTU2ODhhLWIwM2MtNGIzYS04Yzc0LWUzYTMxYjBlZTZlNyIsImV4cCI6MTczODI5MjQzMCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgzMH0.kh0F2fvwUJ7qr7gf5cbSl-7E_FPuqBIkvmHXSf9rfK0"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjJlOGJmMGQwLWRhY2MtNDFiZC1hNTk3LWRlYjBmZTgyOTA0ZSIsImV4cCI6MTczODM3NTIzMCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgzMH0.B4dN2_p2LolIryDFp8SriRhXKIJ_JeWulpYoyt1xK4o"",""refresh_token_expires_in"":86400}"
186,BS6ZjVvGJw,vmzvxFFBLE,ORG2025002,ORG2025001,Ab7ZP5PpKL,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:31.122Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""KRW"",""saving_method"":""METHOD_01"",""issue_date"":""2023-05-05T00:26:16.757Z"",""exp_date"":""2025-03-30T12:15:04.941Z"",""commit_amt"":""228526.932"",""monthly_paid_in_amt"":""4168.46""}]}"
187,uiJb5wviaM,WtK0wuxz0u,ORG2025002,ORG2025001,6Y8DqAOjc9,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131020033_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImIyZDAyNTY1LWIxYWEtNDFlZS04YWQ3LWI3YjM4YjViNzQ3MSIsImV4cCI6MTczODI5MjQzNSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgzNX0.O0OyOSPHkSc8uOB2YjpvCbHk1zbk4mHQPOvb5TtaiE0"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijc4MmU0MDZhLWFhZGItNGQzMi1iYWZlLTJhYjM5ZjgwNWRmNSIsImV4cCI6MTczODM3NTIzNSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODgzNX0.PP8q0sRRSWoIaHc11x4NbzDG3fJ-uDMAV4AR8Nu99dQ"",""refresh_token_expires_in"":86400}"
188,duGizVSPWo,1joJWQ0gi3,ORG2025002,ORG2025001,L9bFn2QuIF,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:36.166Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""502737.939"",""withdrawable_amt"":""502001.821"",""offered_rate"":""0.026"",""last_paid_in_cnt"":0}]}"
189,CDufTkPwyW,xkbuxBfa9I,ORG2025002,ORG2025001,oHFpXfaqkb,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131020038_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjEwNzhkMGU0LTdlOGUtNDg2NC05ZTAyLWIyNzBmOTBjZDJkMyIsImV4cCI6MTczODI5MjQ0MCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg0MH0.AkKVyAdYoji_HhTaubT2YLirulq2V5xQP1LpzR_wyjo"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjM1Y2RhMzcxLTI2MzktNDViMS1iYzEyLWE4MGRlNTc3NmUxZSIsImV4cCI6MTczODM3NTI0MCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg0MH0.o-zulElRYCI0vvpY6c-0HYvM5SRQNn4qpDkbA8oNdc8"",""refresh_token_expires_in"":86400}"
190,zckfcDqmA4,3e1eRKJRZ0,ORG2025002,ORG2025001,efFqwhRLoQ,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:41.202Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_03"",""issue_date"":""2023-04-18T21:14:26.063Z"",""exp_date"":""2025-05-24T12:27:01.295Z"",""commit_amt"":""684424.075"",""monthly_paid_in_amt"":""2375.825""}]}"
191,MsVatc0ciP,7FjLlD8kcW,ORG2025002,ORG2025001,B5hPfva3EH,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131020043_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjNlYmRjZTI5LTBkNGEtNDQ0OC04MGM5LTFjYWZlMGIxYjE4NyIsImV4cCI6MTczODI5MjQ0NSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg0NX0.JkzuEqsDQ1UNRIc1d6XtTyuv5j7Z_7ap1rJ9ryVSy9k"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjkzYWY5ZGFjLTMzZWQtNDAyMS1hNjk3LTI0ODVlY2I4ZjEzOCIsImV4cCI6MTczODM3NTI0NSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg0NX0.JrM8RTeWoKGZLlgH70be-IBXFV5vREdT-zIKSCydvoI"",""refresh_token_expires_in"":86400}"
192,XPzmN9WN5A,6r4SbdZsyB,ORG2025002,ORG2025001,OCeucfDTpJ,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131020048_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjdiNmM4YmExLWZhNWEtNDU2Ni1iMTdmLTk5ZTZmOTc4NGRiOSIsImV4cCI6MTczODI5MjQ1MCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg1MH0.mfNSyZF1pF6QD1n7b1kjN-zmkwbVJpDLGej4qfFb_O0"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjZhMDBhMzVhLTEyYTItNGFhNS05ZTEwLTViYmZkOTlhOTQ4OCIsImV4cCI6MTczODM3NTI1MCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg1MH0.NH3rz8MNbnm-7EJclSGAj3eFDtF3f6T5K-7gLpjrOYg"",""refresh_token_expires_in"":86400}"
193,FBYv6jICI5,7OMwfNBACh,ORG2025002,ORG2025001,40Kvyc7GSk,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:50.725Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2024-07-01T15:46:45.173Z"",""exp_date"":""2025-04-15T08:14:17.953Z"",""commit_amt"":""715992.24"",""monthly_paid_in_amt"":""1075.022""}]}"
194,4UZxbUDB1F,85DOkGWblG,ORG2025002,ORG2025001,zLmqb46j9P,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:51.356Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""903604.459"",""withdrawable_amt"":""902460.665"",""offered_rate"":""0.046"",""last_paid_in_cnt"":2}]}"
195,zY4h2PtAfn,cQnniP0trR,ORG2025002,ORG2025001,rgZ2trxfQR,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131020053_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjBlZTg5NjJjLTAyNmQtNDBlMS04NDcyLTA0YWY1MjBkOTIzNyIsImV4cCI6MTczODI5MjQ1NSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg1NX0.CyGX1AiQhz5MSNUwXdbqZo1erV2kKlfDgL_M0Nq-xFs"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImQ3NWFjNzgxLWViYzQtNGNlOC1hZmJkLTA3YjBkOGNhMWY0ZiIsImV4cCI6MTczODM3NTI1NSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg1NX0.YbBm84xg7ZMUyW0a2-YahU9UhqbTQg2XEYDVA_A_CxI"",""refresh_token_expires_in"":86400}"
196,8KJQAaOfUO,QKLci9xvVJ,ORG2025002,ORG2025001,wP515ln3lR,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:56.441Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_02"",""issue_date"":""2023-09-17T15:14:35.089Z"",""exp_date"":""2025-11-02T17:10:19.053Z"",""commit_amt"":""780244.422"",""monthly_paid_in_amt"":""1086.164""}]}"
197,WtlajLRjZk,SknWaZEp2n,ORG2025002,ORG2025001,eYlUdd8Cbd,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:00:57.076Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""347500.559"",""withdrawable_amt"":""344621.279"",""offered_rate"":""0.035"",""last_paid_in_cnt"":10}]}"
198,4swIbg69Fp,PJXq3Pzg4j,ORG2025002,ORG2025001,WzQjTvXYjX,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131020059_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImNhOGZjMzZlLWJkOTktNDk3ZC1iMjczLTBkMTU0MDE5NmI4ZSIsImV4cCI6MTczODI5MjQ2MSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg2MX0.5DEMn4XiIBJTHps3SVmFUf4Fc8YnSYFuL6WmD9bg-es"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjMxNTVkMzVkLTJkNGMtNDBmOS04ZGQ1LTg1NTc4NDAzNzAwNyIsImV4cCI6MTczODM3NTI2MSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg2MX0.CE-4Avw2CHWaK5iKwaoBWlndbRXaU-_mjGzZMm52EGY"",""refresh_token_expires_in"":86400}"
199,orJcKQlSuQ,9E8eoS0WXQ,ORG2025002,ORG2025001,Wz0R01oF2b,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:01:02.168Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_01"",""issue_date"":""2023-10-26T10:54:48.782Z"",""exp_date"":""2025-12-19T09:57:29.596Z"",""commit_amt"":""400565.449"",""monthly_paid_in_amt"":""3376.652""}]}"
200,cjbsmeZWzW,MKZt4pVhQC,ORG2025002,ORG2025001,wbWfCFKwQt,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:01:02.786Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""603067.3590000001"",""withdrawable_amt"":""602161.866"",""offered_rate"":""0.027"",""last_paid_in_cnt"":6}]}"
201,5okKprkWWW,oy1QT9kC6G,ORG2025002,ORG2025001,AodJxOVdwX,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131020105_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjI3NWQyZThmLTViMzAtNGIzNS1iMWM1LWMxNWY2ZTc0YTFhZSIsImV4cCI6MTczODI5MjQ2Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg2N30.1Mevfn7gzZBL0aoLIr7JVPsnZ_rOBXWn6Mc8GWwDHfg"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjVjNWU3NTQyLWQ5NjgtNGUxOC05MmZhLWNjMDRiNTQyMmY0MSIsImV4cCI6MTczODM3NTI2Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg2N30.-paKx7E7a0Ll9mdm2N6is7QptsWq6NcciESbdK_MbDU"",""refresh_token_expires_in"":86400}"
202,RutSjLGRN4,UrKUPEa5za,ORG2025002,ORG2025001,3opLfvumbW,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131020109_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjgxMjk5NmUxLWUyZmQtNDNiZS05ODE2LTY3YjFjZmI3MzAwMiIsImV4cCI6MTczODI5MjQ3Miwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg3Mn0.6WBVeoEKBETfIk85CHLcpnSnZcIEx6oT4Z4dKdPaW20"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImI2ODBhMTY5LWNjNjItNDkzNC05NzUxLTUxMTg3YmFiZTAyNiIsImV4cCI6MTczODM3NTI3Miwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg3Mn0.uviDXUtfqG6aLw3-UkVG1gQ8yKPapw6F3upuZTamrvA"",""refresh_token_expires_in"":86400}"
203,5rriyRc4Cd,f7YW1eer6c,ORG2025002,ORG2025001,Rrp97IQup1,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:01:12.624Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""KRW"",""saving_method"":""METHOD_01"",""issue_date"":""2023-03-25T19:55:17.293Z"",""exp_date"":""2025-11-16T16:08:44.737Z"",""commit_amt"":""372695.945"",""monthly_paid_in_amt"":""1962.563""}]}"
204,rgQNlMJJCs,4qksonXI3u,ORG2025002,ORG2025001,f0xTXpNW6R,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:01:13.257Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""KRW"",""balance_amt"":""508531.897"",""withdrawable_amt"":""507182.946"",""offered_rate"":""0.046"",""last_paid_in_cnt"":1}]}"
205,JWAltnQQfA,GHmdxU2BHM,ORG2025002,ORG2025001,SmVElDvshP,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131020115_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjVkNDZkMTM4LTc1NzktNDI4MC04OGYwLTEyYmYwNjNiYzg1ZiIsImV4cCI6MTczODI5MjQ3Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg3N30.Qfhpdv11URUVQZCHN0G0CSdKgc-Xk49AofATkuhahZY"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImM2ZThiYTY0LWZkNmUtNGFiZi1iZGRhLWY1YTNjN2VjNGUzYyIsImV4cCI6MTczODM3NTI3Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg3N30.1D8nzvNvKKU2bqEhlFSylF8KLCJxJTh-oC68aY-ggSg"",""refresh_token_expires_in"":86400}"
206,vQm1CT0eix,RwYiziDQWo,ORG2025002,ORG2025001,ZYS9fH0gqg,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:01:18.299Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_01"",""issue_date"":""2023-10-26T10:54:48.782Z"",""exp_date"":""2025-12-19T09:57:29.596Z"",""commit_amt"":""400565.449"",""monthly_paid_in_amt"":""3376.652""}]}"
207,9TalDK4lVV,OHALd0NguP,ORG2025002,ORG2025001,InRlsRF0zL,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:01:18.914Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""603067.3590000001"",""withdrawable_amt"":""602161.866"",""offered_rate"":""0.027"",""last_paid_in_cnt"":6}]}"
208,wSUHqH7gKv,31fG1J94cg,ORG2025002,ORG2025001,NmzTRQMcs0,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131020121_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImI1N2MwMTRkLTFmYzMtNDdjZC1hYmU5LTdkZGRhYTA5MDVlYyIsImV4cCI6MTczODI5MjQ4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg4M30.8X-Uk3L2L2q7pKUWInPCowBqUa0fxSKOUq8t-ZuzYlk"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjBhMTA4NWNlLTA3ZTctNDk5Ni1iNjMyLTgzZjVjNzBkMTg2NyIsImV4cCI6MTczODM3NTI4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODg4M30.4V3aNA-Fsuby8GN-Hha-WAGv-dULFYn_sFQi55iB3ik"",""refresh_token_expires_in"":86400}"
